"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Female_care_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI","Manip_type","Brood_max_size"
"309",309,"2007_A102_6","2007_A102",6,"2007-05-30",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"310",310,"2007_A102_7","2007_A102",7,"2007-05-31",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"311",311,"2007_A102_8","2007_A102",8,"2007-06-01",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"312",312,"2007_A102_9","2007_A102",9,"2007-06-02",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"313",313,"2007_A102_10","2007_A102",10,"2007-06-03",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"314",314,"2007_A102_11","2007_A102",11,"2007-06-04",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"315",315,"2007_A102_12","2007_A102",12,"2007-06-05",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"316",316,"2007_A102_13","2007_A102",13,"2007-06-06",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"317",317,"2007_A102_14","2007_A102",14,"2007-06-07",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"318",318,"2007_A102_15","2007_A102",15,"2007-06-08",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"319",319,"2007_A102_16","2007_A102",16,"2007-06-09",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"320",320,"2007_A102_17","2007_A102",17,"2007-06-10",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"321",321,"2007_A102_18","2007_A102",18,"2007-06-11",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"322",322,"2007_A102_19","2007_A102",19,"2007-06-12",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"323",323,"2007_A102_20","2007_A102",20,"2007-06-13",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-05-24",NA,NA,NA,NA,NA,NA,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",0,0,0,0,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"324",324,"2007_A102_21","2007_A102",21,"2007-06-14",2007,"CA115","CA1210","CA1231","2007-05-24","unknown","CA1233","2007-05-24","died",NA,NA,NA,NA,NA,NA,NA,NA,NA,614,"2007-05-24",3,1,0,1,2,0,NA,NA,NA,22,3,NA,NA,NA,1,22,"M",1,0,NA,NA,NA,1,26.2,34.1807426614211,25.3,34.5201901592215,144,157.393785668992,16.2452737972756,-0.824472756577237,22,21,1,0,"unknown",NA,0,0,NA,"Desertion",6.2093115449518,6.5617963025358,"CF2",3
"325",325,"2007_A106_0","2007_A106",0,"2007-06-15",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,615,"2007-06-15",4,1,1,1,2,0,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,0,NA,NA,NA,1,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"326",326,"2007_A106_1","2007_A106",1,"2007-06-16",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"327",327,"2007_A106_2","2007_A106",2,"2007-06-17",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"2007-06-15",4,1,1,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"328",328,"2007_A106_3","2007_A106",3,"2007-06-18",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,1,"fledged",1,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"329",329,"2007_A106_4","2007_A106",4,"2007-06-19",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,619,"2007-06-15",4,1,1,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,1,"fledged",0,0,0,1,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"330",330,"2007_A106_5","2007_A106",5,"2007-06-20",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,620,"2007-06-15",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"331",331,"2007_A106_6","2007_A106",6,"2007-06-21",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,621,"2007-06-15",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"332",332,"2007_A106_7","2007_A106",7,"2007-06-22",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,622,"2007-06-15",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"333",333,"2007_A106_8","2007_A106",8,"2007-06-23",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,623,"2007-06-15",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"334",334,"2007_A106_9","2007_A106",9,"2007-06-24",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,624,"2007-06-15",3,1,0,2,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"335",335,"2007_A106_10","2007_A106",10,"2007-06-25",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,625,"2007-06-15",3,1,0,1,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"336",336,"2007_A106_11","2007_A106",11,"2007-06-26",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,626,"2007-06-15",3,1,0,0,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"337",337,"2007_A106_12","2007_A106",12,"2007-06-27",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"338",338,"2007_A106_13","2007_A106",13,"2007-06-28",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"339",339,"2007_A106_14","2007_A106",14,"2007-06-29",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"340",340,"2007_A106_15","2007_A106",15,"2007-06-30",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"341",341,"2007_A106_16","2007_A106",16,"2007-07-01",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,701,"2007-06-15",3,1,0,0,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"342",342,"2007_A106_17","2007_A106",17,"2007-07-02",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"343",343,"2007_A106_18","2007_A106",18,"2007-07-03",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,703,"2007-06-15",3,1,0,0,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"344",344,"2007_A106_19","2007_A106",19,"2007-07-04",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"345",345,"2007_A106_20","2007_A106",20,"2007-07-05",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,705,"2007-06-15",3,1,0,1,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"346",346,"2007_A106_21","2007_A106",21,"2007-07-06",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"347",347,"2007_A106_22","2007_A106",22,"2007-07-07",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,707,"2007-06-15",3,1,0,0,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"348",348,"2007_A106_23","2007_A106",23,"2007-07-08",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"349",349,"2007_A106_24","2007_A106",24,"2007-07-09",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,709,"2007-06-15",3,1,0,1,2,2,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"350",350,"2007_A106_25","2007_A106",25,"2007-07-10",2007,"CA138","802109729","CA1315","2007-06-15","fledged","CA1446","2007-06-16","fledged",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2007-06-15",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,NA,NA,NA,5,26,"M",1,1,NA,NA,NA,2,24.1,40.6247027277795,25.8,34.7056272740696,166,157.393785668992,16.2452737972756,0.529767268831845,26,26,1,0,"fledged",0,0,0,0,"Desertion",5.6354200275325,6.5310870337452,"CF2",3
"351",351,"2007_A112_0","2007_A112",0,"2007-06-09",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,609,"2007-06-09",4,1,1,1,2,2,0,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,1,0,NA,NA,2,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,1,"unknown",0,1,1,1,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
"352",352,"2007_A112_1","2007_A112",1,"2007-06-10",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,610,"2007-06-09",0,0,0,2,2,0,2,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,0,1,NA,NA,2,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,0,"unknown",0,0,0,0,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
"353",353,"2007_A112_2","2007_A112",2,"2007-06-11",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,"2007-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,0,1,NA,NA,2,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,0,"unknown",0,0,0,0,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
"354",354,"2007_A112_3","2007_A112",3,"2007-06-12",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,"2007-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,0,1,NA,NA,2,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,0,"unknown",0,1,1,0,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
"355",355,"2007_A112_4","2007_A112",4,"2007-06-13",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,"2007-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,0,0,NA,NA,1,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,0,"unknown",0,0,0,0,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
"356",356,"2007_A112_5","2007_A112",5,"2007-06-14",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,614,"2007-06-09",3,1,0,1,2,0,0,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,0,0,NA,NA,1,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,0,"unknown",0,0,0,0,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
"357",357,"2007_A112_6","2007_A112",6,"2007-06-15",2007,"CA1300","CA1302","CA1435","2007-06-09","unknown","CA1432","2007-06-09","unknown","CA1303","2007-06-10","unknown",NA,NA,NA,NA,NA,NA,NA,"2007-06-09",NA,NA,NA,NA,NA,NA,NA,NA,NA,8.5,0.5,3.5,NA,NA,1,10,"M",1,0,0,NA,NA,1,26,40.8091496932597,24.5,39.2854458861481,160,157.393785668992,16.2452737972756,0.160429080083914,8.5,9,1,0,"unknown",0,0,0,0,"Desertion",6.08437627369869,6.28673646455521,"CF2",2
