"","X","Nest_ID","Female_ID","Male_ID","Female_dur_care","Male_dur_care","Hatching_date","Year","Chick","Chick_ID","Chick_surv_age","Hatching_date_ch","Fate","Cap_date","Cap_age","Chick_weight","Left_tarsus_ch","Right_tarsus_ch","Mean_tarsus_ch","Mean_brood_weight","Mean_brood_tarsus","Chick_CI","Mean_brood_CI","Max_chick_CI"
"228",228,"2011_A102","CA1278","CA1248",6,26,"2011-05-21",2011,1,"CA2389",12,"2011-05-21","died","2011-05-21",0,6.2,17.3,17.4,17.35,6.1,17.125,6.49067746999328,6.38598912370307,6.49067746999328
"229",229,"2011_A104","CA1519","CA1321",6.5,26,"2011-05-29",2011,1,"CA3202",26,"2011-05-29","fledged","2011-05-29",0,6.3,17.3,17.2,17.25,6.16666666666667,17.15,6.5751921073746,6.43603460245662,6.5751921073746
"230",230,"2011_A105","CA1562","CA1310",1,26,"2011-06-08",2011,1,"CA2567",26,"2011-06-08","fledged","2011-06-08",0,5.8,16.7,16.5,16.6,5.95,16.475,6.58593079110901,6.7562565874308,6.92658238375258
"231",231,"2011_A106","CA2550","CA2284",2.5,26,"2011-06-06",2011,1,"CA2557",5.5,"2011-06-06","died","2011-06-06",0,6.5,17.2,17.3,17.25,6.35,16.95,6.95311702988568,6.79266048304216,7.00660254550018
"232",232,"2011_A108","CA081","CA2240",7.5,26,"2011-06-15",2011,1,"CA2577",26,"2011-06-15","fledged","2011-06-15",0,6.6,17.1,17.1,17.1,6.75,17.05,6.97341141661065,7.13189803971544,7.29038466282022
"233",233,"2011_A12","CA034","CA048",1.5,26,"2011-05-22",2011,1,"CA2391",16,"2011-05-22","died","2011-05-22",0,5.6,17.2,17.3,17.25,6.05,17.175,5.82676387276934,6.29498596968831,6.76320806660727
"234",234,"2011_A13","CA2373","CA2372",2,26,"2011-05-26",2011,1,"CA2399",26,"2011-05-26","fledged","2011-05-26",0,5.5,16.7,16.7,16.7,5.56666666666667,16.4666666666667,6.25191823532402,6.32769906241886,6.36558947596627
"235",235,"2011_A14","CA2393","CA2245",5,26,"2011-05-24",2011,1,"CA2395",26,"2011-05-24","fledged","2011-05-24",0,6.2,17.3,17.3,17.3,6.25,17.225,6.41179846432886,6.46350651646054,6.51521456859223
"236",236,"2011_A16","CA1429","CA2002",3,26,"2011-06-18",2011,1,"CA2585",26,"2011-06-18","fledged","2011-06-18",0,6.8,17.2,17.2,17.2,6.7,17.525,6.78187240479805,6.68213898708043,6.78187240479805
"237",237,"2011_A2","CA2367","CA110",2,26,"2011-05-21",2011,1,"CA2538",26,"2011-05-21","fledged","2011-05-21",0,6.6,16.9,17,16.95,6.66666666666667,17.25,6.80470629098859,6.87344069796828,7.01090951192764
"238",238,"2011_A201","CA2400","CA2552",1,26,"2011-06-06",2011,1,"CA2560",26,"2011-06-06","fledged","2011-06-06",0,7,17.1,17.2,17.15,6.75,16.95,7.48797218603073,7.2205446079582,7.48797218603073
"239",239,"2011_A3","CA2371","CA2368",2.5,26,"2011-05-21",2011,1,"CA2536",26,"2011-05-21","fledged","2011-05-21",0,6.1,17.7,17.8,17.75,6,17.7,5.95811022668213,5.8604362885398,5.95811022668213
"240",240,"2011_A301","CA2581","CA2273",15,15,"2011-06-29",2011,1,"CA2596",15,"2011-06-29","unknown","2011-06-29",0,6.5,17.7,17.8,17.75,6.56666666666667,17.9,6.20075467612859,6.26435215998631,6.39154712770177
"241",241,"2011_A6","CA2041","CA1234",3,26,"2011-05-23",2011,1,"CA2394",1.5,"2011-05-23","died","2011-05-23",0,5.1,16.6,16.6,16.6,5.63333333333333,17.1,5.35551083320148,5.91556425366699,6.19559096389975
"242",242,"2011_A7","CA1276","CA178",1.5,22,"2011-05-20",2011,1,"CA2383",22,"2011-05-20","unknown","2011-05-20",0,6.1,17.8,17.8,17.8,6.23333333333333,17.7,5.95811022668213,6.08834214420524,6.25113204110913
"243",243,"2011_A8","CA2050","CA1213",2.5,26,"2011-05-19",2011,1,"CA2380",26,"2011-05-19","fledged","2011-05-19",0,6.5,17,17,17,6.46666666666667,17.1,6.82565106192345,6.79064772314435,6.93066107826073
"244",244,"2011_B2","CA1429","CA168",1,26,"2011-05-15",2011,1,"CA2374",2,"2011-05-15","died","2011-05-15",0,6.1,16.9,17,16.95,6.23333333333333,16.9166666666667,6.55226313276366,6.69548199905357,7.19674803106828
"245",245,"2011_B201","CA2320","CA2291",3.5,26,"2011-06-06",2011,1,"CA2555",26,"2011-06-06","fledged","2011-06-06",0,6.1,17.3,17.3,17.3,6,17,6.48499518533711,6.37868378885618,6.48499518533711
"246",246,"2011_B3","CA2583","CA2571",12,12,"2011-07-02",2011,1,"CA2600",12,"2011-07-02","unknown","2011-07-02",0,6.9,17.3,17.4,17.35,6.86666666666667,17.45,6.94386458470774,6.91031934516809,6.94386458470774
"247",247,"2011_B4","CA171","CA3212",2,10,"2011-06-26",2011,1,"CA2588",10,"2011-06-26","unknown","2011-06-26",0,6.8,17,17.1,17.05,6.53333333333333,17.05,7.1847269140837,6.90297291745297,7.1847269140837
"248",248,"2011_C3","CA2541","CA2221",1,26,"2011-05-30",2011,1,"CA2551",26,"2011-05-30","fledged","2011-05-30",0,5.7,15.4,15.3,15.35,5.5,15.9833333333333,6.89756758078516,6.65554766566989,6.89756758078516
"249",249,"2011_D2","CA1579","CA1464",1,26,"2011-06-16",2011,1,"CA2579",26,"2011-06-16","fledged","2011-06-16",0,6.3,17.6,17.7,17.65,6.35,17.5,6.30206974327615,6.35208616981009,6.40210259634403
"250",250,"2011_D4","CA3216","CA2531",24,24,"2011-06-20",2011,1,"CA3222",24,"2011-06-20","unknown","2011-06-22",-2,NA,17.1,17.1,NA,NA,NA,NA,NA,NA
"251",251,"2011_D5","CA2572","CA1513",11,11,"2011-07-03",2011,1,"CA3233",11,"2011-07-03","unknown","2011-07-06",-3,NA,19.5,19.4,NA,NA,NA,NA,NA,NA
"252",252,"2011_E1","CA2039","CA2576",2,22,"2011-06-22",2011,1,"CA3219",22,"2011-06-22","unknown","2011-06-22",0,6.3,17.6,17.5,17.55,6.4,17.3666666666667,6.40410617118053,6.50575865008815,6.60741112899578
"253",253,"2011_E2","CA242","CA2575",16,16,"2011-06-28",2011,1,"CA3228",16,"2011-06-28","unknown","2011-06-28",0,6.6,17.1,17.1,17.1,6.5,16.8833333333333,7.1187588930289,7.01089890980119,7.1187588930289
"254",254,"2011_E3","CA3211","CA1224",3,21,"2011-06-11",2011,1,"CA3213",3,"2011-06-11","died","2011-06-11",0,6.1,16.5,16.5,16.5,6.1,16.5,6.90456162299635,6.90456162299635,6.90456162299635
"255",255,"2011_E5","CA3210","CA2574",5,9,"2011-06-26",2011,1,"CA3224",7.5,"2011-06-26","unknown","2011-06-26",0,6.6,17.6,17.6,17.6,6.76666666666667,17.6166666666667,6.51068443115063,6.67509565415948,6.80662463256657
"256",256,"2011_E8","CA1278","CA2573",7,7,"2011-06-30",2011,1,"CA3231",7,"2011-06-30","unknown","2011-07-01",-1,6,16.9,17,16.95,5.7,16.925,6.43818698509783,6.11627763584294,6.43818698509783
"257",257,"2012_B101","CA2367","1",5,5,"2012-05-24",2012,1,"CA3239",5,"2012-05-24","died","2012-05-24",0,6.3,17.1,17.2,17.15,6.3,17.15,6.5751921073746,6.5751921073746,6.5751921073746
"258",258,"2012_D1","CA2039","CA2043",5,11,"2012-05-29",2012,1,"CA3246",11,"2012-05-29","died","2012-05-29",0,6.2,17.6,17.5,17.55,6.25,16.95,6.63220393619864,6.68568945181315,6.73917496742765
"259",259,"2012_D101","24","CA1464",6,6,"2012-05-29",2012,1,"CA3243",6,"2012-05-29","died","2012-05-29",0,6.4,16.9,17,16.95,6.16666666666667,17.0166666666667,6.78994254320801,6.54239255465355,6.78994254320801
"260",260,"2012_D4","CA2584","CA048",11,11,"2012-06-02",2012,1,"CA3254",10,"2012-06-02","died","2012-06-02",0,6.3,17.6,17.7,17.65,6.53333333333333,17.75,6.11711375510388,6.34367352381144,6.50550193003112
"261",261,"2012_G12","CA1268","CA1272",4,6,"2012-05-30",2012,1,"CA3248",5,"2012-05-30","died","2012-05-30",0,5.4,17.2,17.3,17.25,5.43333333333333,16.9333333333333,5.78838163309149,5.82411238391305,6.00276613802081
"262",262,"2012_G9","21","CA168",1,7,"2012-05-28",2012,1,"CA3240",7,"2012-05-28","died","2012-05-29",-1,5.9,18.5,18.6,18.55,5.75,18.05,5.53060238262598,5.38999384747447,5.53060238262598
"263",263,"2006_A101","CA103","CA050",8,8,"2006-06-06",2006,2,"CA088",7,"2006-06-07","died","2006-06-07",0,6.3,17.4,17.5,17.45,6.35,17.675,6.1717499207449,6.22073206297303,6.26971420520117
"264",264,"2006_A104","802109760","CA051",2.5,15,"2006-06-10",2006,2,"CA209",2.5,"2006-06-10","unknown","2006-06-10",0,6.4,17.8,17.9,17.85,6.35,18.35,5.7951781051018,5.74990327615569,5.7951781051018
"265",265,"2006_A5","802122914","CA328",3,7,"2006-05-29",2006,2,"CA028",4.5,"2006-05-30","died","2006-05-30",0,5.8,17.2,17.1,17.15,5.8,17.5,5.80190547793677,5.80190547793677,5.80190547793677
"266",266,"2006_A7","802122913","CA1545",26,26,"2006-05-31",2006,2,"CA033",26,"2006-05-31","fledged","2006-05-31",0,6,18.1,18.2,18.15,6.03333333333333,17.7833333333333,5.80291425335007,5.83515266586868,5.89962949090591
"267",267,"2006_B-1","802109777","11",2,14,"2006-06-06",2006,2,"CA084",26,"2006-06-06","fledged","2006-06-06",0,5.5,17.8,17.8,17.8,5.46666666666667,17.1333333333333,5.75197953747247,5.71711905542718,5.75197953747247
"268",268,"2006_B208","CA126","CA091",1,26,"2006-06-07",2006,2,"CA090",10.5,"2006-06-07","unknown","2006-06-07",0,6.3,17.3,17.3,17.3,6.55,17.325,6.43649292819981,6.69190931423948,6.94732570027916
"269",269,"2006_B4","802122928","802122925",5.5,26,"2006-06-02",2006,2,"CA046",26,"2006-06-02","fledged","2006-06-02",0,5.5,17,17,17,5.23333333333333,16.7166666666667,6.05718605489192,5.76350430677595,6.16731671043541
"270",270,"2006_B5","802109721","CA057",26,26,"2006-06-05",2006,2,"CA073",26,"2006-06-05","fledged","2006-06-05",0,6.8,18.2,18.2,18.2,6.5,17.9833333333333,6.42397826018125,6.14056745458502,6.42397826018125
"271",271,"2006_B6","RX.WX|YX.WX","RX.WX|YX.BX",4.5,17,"2006-06-05",2006,2,"CA071",15,"2006-06-05","unknown","2006-06-05",0,6.3,17.7,17.7,17.7,6.05,18.025,5.92277225389214,5.68774160889642,5.92277225389214
"272",272,"2006_C105","CA219","802122906",1,26,"2006-05-27",2006,2,"CA106",26,"2006-05-27","fledged","2006-05-27",0,6.3,17.5,17.5,17.5,5.9,17.6,6.22710953321335,5.83173749935854,6.32595254167706
"273",273,"2006_C107","RX.WX|RX.GX","YX.BX|BX.RX",2,26,"2006-06-01",2006,2,"CA041",7,"2006-06-01","died","2006-06-01",0,6.1,17.7,17.7,17.7,6.2,17.475,6.12035066327658,6.22068428070734,6.32101789813811
"274",274,"2006_C13","CA036","CA008",1,5,"2006-06-16",2006,2,"CA174",4,"2006-06-17","unknown","2006-06-17",0,5.9,17.6,17.6,17.6,5.93333333333333,17.5333333333333,5.87840009576261,5.91161139573867,6.07766789561897
"275",275,"2006_C16","CA047","CA114",5,5,"2006-06-15",2006,2,"CA163",5,"2006-06-15","unknown","2006-06-15",0,5.8,16.3,16.4,16.35,5.93333333333333,16.9166666666667,6.23002068361135,6.37323954990126,6.55226313276366
"276",276,"2006_C20","CA137","CA107",3,3,"2006-07-03",2006,2,"CA304",3,"2006-07-03","unknown","2006-07-03",0,6.3,17.1,17,17.05,6.45,16.6,7.04102882785279,7.20867237137309,7.3763159148934
"277",277,"2006_C206","CA136","9",24,24,"2006-06-14",2006,2,"CA148",23.5,"2006-06-14","unknown","2006-06-14",0,6.5,19,19.1,19.05,6.2,18.6666666666667,5.67800398133709,5.41594225912153,5.67800398133709
"278",278,"2006_C210","CA151","CA201",14,14,"2006-06-26",2006,2,"CA250",10.5,"2006-06-26","unknown","2006-06-26",0,6.2,18.7,18.6,18.65,6.06666666666667,18.0833333333333,5.78934489429185,5.66484285355439,5.78934489429185
"279",279,"2006_C211","CA096","CA098",7,7,"2006-06-25",2006,2,"CA267",2.5,"2006-06-26","unknown","2006-06-29",-3,NA,19,19.1,NA,5.9,17.55,NA,5.86668291381818,5.86668291381818
"280",280,"2006_D1","BX.WX|GX.BX","802122919",4,26,"2006-05-19",2006,2,"802122933",26,"2006-05-20","fledged","2006-05-20",0,6.1,16.3,16.5,16.4,6.03333333333333,16.3833333333333,7.00821846083712,6.93162590935256,7.12310728806396
"281",281,"2006_D11","CA019","CA069",4,4,"2006-06-11",2006,2,"CA215",3.5,"2006-06-11","died","2006-06-11",0,6.4,17.6,17.6,17.6,6.35,17.7,6.25113204110912,6.20229507203796,6.25113204110912
"282",282,"2006_D113","CA063","CA078",3.5,26,"2006-06-06",2006,2,"CA120",26,"2006-06-06","fledged","2006-06-06",0,6.75,16.6,16.6,16.6,6.5,16.6,7.5439594584137,7.26455355254653,7.5439594584137
"283",283,"2006_D116","BX.WX|BX.SX","802109713",8.5,15,"2006-06-20",2006,2,"CA195",5,"2006-06-20","unknown","2006-06-20",0,6.8,17.7,17.9,17.8,6.46666666666667,18.05,6.37425359353503,6.06179018208723,6.37425359353503
"284",284,"2006_D118","CA122","CA109",2,13,"2006-06-12",2006,2,"CA161",7,"2006-06-12","died","2006-06-15",-3,NA,18.2,18.2,NA,NA,NA,NA,NA,NA
"285",285,"2006_D119","CA061","CA048",7,9,"2006-06-20",2006,2,"CA200",3.5,"2006-06-20","unknown","2006-06-20",0,6.5,17.6,17.6,17.6,6.26666666666667,17.5666666666667,6.45042392291913,6.21887024363485,6.45042392291913
"286",286,"2006_D17","CA173","CA2073",5,5,"2006-06-24",2006,2,"CA238",2.5,"2006-06-24","unknown","2006-06-24",0,6.2,17.4,17.6,17.5,6.33333333333333,17.5333333333333,6.17730179554715,6.31014699545139,6.67547129518805
"287",287,"2006_D2","802109785","BX.WX|LX.XX",3.5,16,"2006-05-26",2006,2,"CA016",4.5,"2006-05-28","died","2006-05-28",0,6.3,18.2,18.2,18.2,6.1,17.6,6.22710953321335,6.02942351628594,6.32595254167705
"288",288,"2006_D202","CA099","CA210",3,3,"2006-06-28",2006,2,"CA263",3,"2006-06-28","died","2006-06-28",0,6.5,17,16.9,16.95,6.75,16.85,7.04005599730715,7.31082738181896,7.58159876633077
"289",289,"2006_D21","802122911","CA143",5,5,"2006-06-23",2006,2,"CA236",4,"2006-06-24","unknown","2006-06-24",0,6.6,17.3,17.2,17.25,6.7,17.875,6.31465731880096,6.4103339448434,6.50601057088584
"290",290,"2006_D22","CA144","CA179",5,5,"2006-06-30",2006,2,"CA276",3.5,"2006-06-30","unknown","2006-06-30",0,7.1,16.9,16.8,16.85,6.75,16.95,7.59494321725973,7.2205446079582,7.59494321725973
"291",291,"2006_D24","CA245","CA230",3,3,"2006-07-07",2006,2,"CA320",3,"2006-07-07","unknown","2006-07-07",0,6,17.9,17.8,17.85,6.25,17.95,5.69034315378619,5.92744078519395,6.16453841660171
"292",292,"2006_D25","CA197","CA229",3,3,"2006-07-07",2006,2,"CA317",3,"2006-07-07","unknown","2006-07-07",0,5.8,17.1,17.1,17.1,5.83333333333333,17.05,6.12814942671845,6.16336867629729,6.44512267292802
"293",293,"2006_D28","CA242","CA104",3,3,"2006-06-30",2006,2,"CA272",3,"2006-06-30","unknown","2006-06-30",0,6.2,17,17,17,6.26666666666667,17.3,6.35356431939197,6.42188221529941,6.45604116325313
"294",294,"2006_D34","CA171","CA172",2,6,"2006-06-18",2006,2,"CA186",5.5,"2006-06-18","died","2006-06-18",0,6.5,18.2,18.1,18.15,6.55,18.275,5.93656742488728,5.98223332815564,6.02789923142401
"295",295,"2006_D4","CA020","CA068",5.5,26,"2006-06-09",2006,2,"CA205",5.5,"2006-06-10","died","2006-06-10",0,6.5,18,18,18,6.56666666666667,17.6,6.42479555014076,6.49069088911656,6.72132457553187
"296",296,"2006_D6","CA014","7",5.5,26,"2006-05-25",2006,2,"CA006",5,"2006-05-26","died","2006-05-26",0,5.2,16.4,16.5,16.45,5.9,17.4666666666667,5.22257678296786,5.92561596529045,6.42778680980659
"297",297,"2006_D7","CA025","CA040",1.5,5,"2006-06-18",2006,2,"CA183",26,"2006-06-18","fledged","2006-06-18",0,5.7,17.7,17.6,17.65,5.95,17.7,5.56741447411281,5.81159931946864,6.05578416482446
"298",298,"2006_D8","CA081","CA065",26,26,"2006-06-08",2006,2,"CA128",26,"2006-06-08","fledged","2006-06-08",0,6.25,18.2,18.2,18.2,6.41666666666667,17.8,6.03282281725333,6.19369809238008,6.75676155532373
"299",299,"2007_A-1","CA2036","CA139",3,26,"2007-05-16",2007,2,"CA1221",18.5,"2007-05-16","unknown","2007-05-18",-2,NA,18.1,18,NA,NA,NA,NA,NA,NA
"300",300,"2007_A-2","15","10",9,9,"2007-06-15",2007,2,"CA1448",9,"2007-06-15","unknown","2007-06-16",-1,4.9,17.5,17.7,17.6,5.65,17.675,4.80024993835714,5.53498207177915,6.26971420520116
"301",301,"2007_A1","CA262","802109735",1.5,15,"2007-05-28",2007,2,"CA1240",4.5,"2007-05-28","unknown","2007-05-28",0,5.8,16.7,16.5,16.6,6,16.9,6.2429300918896,6.45820354333407,6.67347699477854
"302",302,"2007_A102","CA1210","CA115",1,22,"2007-05-24",2007,2,"CA1233",3,"2007-05-24","died","2007-05-24",0,6,17.6,17.8,17.7,6.05,17.3,6.14861063166965,6.19984905360023,6.25108747553081
"303",303,"2007_A106","802109729","CA138",5,26,"2007-06-15",2007,2,"CA1446",26,"2007-06-16","fledged","2007-06-16",0,7.3,18.4,18.5,18.45,5.95,17.85,7.00495186017861,5.70951555726887,7.00495186017861
"304",304,"2007_A110","CA015","CA2073",1.5,10,"2007-06-09",2007,2,"CA1436",5.5,"2007-06-11","died","2007-06-11",0,6.4,17.7,17.6,17.65,6.03333333333333,17.4333333333333,6.45362342245076,6.08388458053952,6.45362342245076
"305",305,"2007_A112","CA1302","CA1300",1,10,"2007-06-09",2007,2,"CA1432",0.5,"2007-06-09","unknown","2007-06-09",0,6.6,18.7,18.8,18.75,6.1,17.5333333333333,6.57583739525987,6.07766789561897,6.57583739525987
"306",306,"2007_A113","CA1297","CA1310",6,6,"2007-06-19",2007,2,"CA1324",6,"2007-06-19","died","2007-06-19",0,6.5,18.3,18.1,18.2,5.86666666666667,17.3166666666667,6.64753894649266,5.99983002350107,6.64753894649266
"307",307,"2007_A115","CA1280","CA1425",5,5,"2007-06-15",2007,2,"CA1317",4,"2007-06-15","unknown","2007-06-15",0,4.6,17.9,17.9,17.9,5.525,18.275,4.20126310068946,5.04608231115419,5.93656742488728
"308",308,"2007_A118","CA1298","CA1320",18,18,"2007-06-17",2007,2,"CA1458",14,"2007-06-17","unknown","2007-06-18",-1,7,17.3,17.4,17.35,6.8,16.75,7.67696382234976,7.45762199885405,7.67696382234976
"309",309,"2007_A119","CA1299","CA1309",1.5,26,"2007-06-17",2007,2,"CA1455",1.5,"2007-06-17","died","2007-06-17",0,7,17.7,17.7,17.7,6.46666666666667,17.5333333333333,6.97437299497259,6.44299219535563,6.97437299497259
"310",310,"2007_A122","CA1331","CA172",9,9,"2007-06-25",2007,2,"CA1347",1.5,"2007-06-26","died","2007-06-26",0,5,18.2,18.3,18.25,5.1,17.875,4.78383130212194,4.87950792816438,4.97518455420682
"311",311,"2007_A124","CA1210","CA1313",13,13,"2007-06-27",2007,2,"CA1373",6.5,"2007-06-28","died","2007-06-28",0,6,17.6,17.6,17.6,6.03333333333333,17.7333333333333,5.83732690190852,5.86975649580801,6.42105959209937
"312",312,"2007_A125","CA204","CA235",8,8,"2007-06-28",2007,2,"CA1375",2,"2007-06-28","unknown","2007-06-28",0,6.5,17,16.9,16.95,6.4,17.025,6.88894886791046,6.78296503917337,6.88894886791046
"313",313,"2007_A127","CA1273","CA2040",5,5,"2007-07-03",2007,2,"CA1391",3.5,"2007-07-04","unknown","2007-07-04",0,5.1,16.8,16.9,16.85,5.75,17.1,5.35551083320148,6.03807593939382,6.72064104558617
"314",314,"2007_A128","CA125","CA1314",4,14,"2007-06-25",2007,2,"CA1348",13.5,"2007-06-26","unknown","2007-06-26",0,5.3,17.2,17.1,17.15,6.15,17.4,5.36593003944891,6.22650372502091,7.0870774105929
"315",315,"2007_A130","CA081","CA143",2,13,"2007-06-29",2007,2,"CA1379",2,"2007-06-29","died","2007-06-29",0,5.2,17.3,17.3,17.3,5.9,17.6,5.1398364401126,5.83173749935853,6.52363855860446
"316",316,"2007_A131","CA1332","RX.LX|BX.WX",10,10,"2007-06-29",2007,2,"CA1377",6,"2007-06-29","died","2007-06-29",0,6.2,17.1,16.9,17,6.35,17.1,6.5106210129116,6.66813603741752,6.82565106192345
"317",317,"2007_A132","CA1333","CA1319",15,15,"2007-06-27",2007,2,"CA1493",15,"2007-06-27","unknown","2007-06-27",0,5.8,17.7,17.6,17.65,5.86666666666667,17.5,5.80190547793677,5.86859404664869,6.30206974327615
"318",318,"2007_A2","CA1254","CA008",4,18,"2007-05-31",2007,2,"CA1415",13,"2007-06-01","died","2007-06-01",0,5.5,15.2,15,15.1,5.675,16.9125,5.91083514881757,6.09890717627995,6.77059298864558
"319",319,"2007_A202","CA1268","802109716",1,26,"2007-06-01",2007,2,"CA1421",3.5,"2007-06-01","died","2007-06-02",-1,5.9,17.9,17.9,17.9,5.7,17.9166666666667,5.61738797691674,5.42696804549584,5.61738797691674
"320",320,"2007_A204","CA035","CA069",1.5,13,"2007-05-25",2007,2,"CA1275",13,"2007-05-25","unknown","2007-05-25",0,5.3,16,16.1,16.05,5.3,16.525,5.98000220795103,5.98000220795103,5.98000220795103
"321",321,"2007_A206","CA2037","CA1229",8.5,21,"2007-05-30",2007,2,"CA1294",18.5,"2007-05-31","unknown","2007-05-31",0,4.9,16.4,16.5,16.45,5.4,16.425,5.59960436766665,6.17099256844896,6.74238076923128
"322",322,"2007_A301","CA151","CA153",17,17,"2007-06-25",2007,2,"CA1346",16,"2007-06-26","unknown","2007-06-26",0,4.9,17.5,17.5,17.5,5.05,17.45,4.93115021232869,5.08210379025712,5.23305736818555
"323",323,"2007_A5","CA1255","CA1260",1,26,"2007-05-30",2007,2,"CA1288",26,"2007-05-30","fledged","2007-05-30",0,6.2,17.1,17.1,17.1,6.15,16.925,6.65279321793442,6.59914165972527,6.65279321793442
"324",324,"2007_A6","CA1256","CA1259",3,8,"2007-05-29",2007,2,"CA1285",1.5,"2007-05-29","died","2007-05-29",0,5.8,17.1,17.2,17.15,5.75,17.075,6.109322558227,6.05665598444919,6.109322558227
"325",325,"2007_A7","CA072","CA1234",14.5,26,"2007-06-09",2007,2,"CA1434",26,"2007-06-09","fledged","2007-06-09",0,6,17.2,17.1,17.15,6.1,17.675,5.87785706737609,5.97582135183236,6.07378563628863
"326",326,"2007_A8","CA177","CA220",3,15,"2007-06-14",2007,2,"CA1445",5,"2007-06-14","died","2007-06-15",-1,6.1,19.2,19.3,19.25,5.4,18.3,5.55526914118381,4.91777923973648,5.55526914118381
"327",327,"2007_A9","CA1281","CA1301",9.5,11,"2007-06-11",2007,2,"CA1307",8,"2007-06-11","died","2007-06-11",0,5.1,17.6,17.5,17.55,5.2,16.925,5.47245893733315,5.57976205375145,5.68706517016975
"328",328,"2007_B-1","23","CA168",1.5,26,"2007-05-14",2007,2,"CA1216",3.5,"2007-05-14","died","2007-05-16",-2,NA,18.1,18.2,NA,NA,NA,NA,NA,NA
"329",329,"2007_B101","CA1258","CA1270",1.5,13,"2007-05-28",2007,2,"CA1243",3.5,"2007-05-28","unknown","2007-05-28",0,5.9,17.1,17.3,17.2,5.95,17.35,6.00960134357333,6.06053016851887,6.1114589934644
"330",330,"2007_B103","CA1265","CA078",2.5,26,"2007-05-17",2007,2,"CA1219",26,"2007-05-17","fledged","2007-05-17",0,6.4,16.9,16.8,16.85,6.35,17.1,6.72064104558617,6.66813603741752,6.72064104558617
"331",331,"2007_B104","CA243","CA043",3,26,"2007-06-11",2007,2,"CA1439",2.5,"2007-06-12","died","2007-06-12",0,6.3,16.8,16.8,16.8,6.25,17.175,6.55510935686551,6.50308467943007,6.55510935686551
"332",332,"2007_B106","CA136","CA230",16,17,"2007-06-25",2007,2,"CA1490",9.5,"2007-06-26","died","2007-06-26",0,6.5,17.6,17.5,17.55,6.5,17.625,6.40567279067374,6.40567279067374,6.40567279067374
"333",333,"2007_B107","CA035","CA1335",12,12,"2007-06-29",2007,2,"CA1498",7.5,"2007-06-29","died","2007-06-29",0,6.5,17.1,17.2,17.15,6.4,17.375,6.60075793800832,6.49920781588511,6.60075793800832
"334",334,"2007_B108","CA1334","CA127",14,14,"2007-06-26",2007,2,"CA1495",12,"2007-06-28","unknown","2007-06-28",0,6.8,17.6,17.5,17.55,6.65,17.925,6.46795851129916,6.32528295590285,6.46795851129916
"335",335,"2007_B4","CA112","802122925",1,26,"2007-05-28",2007,2,"CA1284",26,"2007-05-29","fledged","2007-05-29",0,NA,17.2,17.2,17.2,6.3,17.475,NA,6.32101789813811,6.32101789813811
"336",336,"2007_B6","CA132","CA279",6,6,"2007-07-05",2007,2,"CA1366",5.5,"2007-07-05","died","2007-07-05",0,6,17.4,17.3,17.35,5.85,17.1666666666667,6.24932717529727,6.09309399591484,6.24932717529727
"337",337,"2007_C1","CA151","CA201",2,20,"2007-05-23",2007,2,"CA1237",18.5,"2007-05-26","died","2007-05-26",0,5.5,16.5,16.4,16.45,5.85,17.1,5.77555089855061,6.1430859557311,6.5106210129116
"338",338,"2007_C102","CA014","802109746",2,25,"2007-05-26",2007,2,"CA1244",26,"2007-05-27","fledged","2007-05-28",-1,6,17.6,17.7,17.65,5.7,16.85,6.49851322828352,6.17358756686935,6.49851322828352
"339",339,"2007_C11","CA1579","CA1207",1,26,"2007-05-15",2007,2,"CA1213",26,"2007-05-15","fledged","2007-05-15",0,5.7,17.2,17.3,17.25,6,17.6,5.63405148243112,5.93058050782224,6.22710953321335
"340",340,"2007_C12","CA081","CA1225",1,22,"2007-05-25",2007,2,"CA1426",22,"2007-05-25","unknown","2007-06-06",-12,NA,23.6,23.7,NA,6.5,17.5,NA,6.5021354494119,6.70220115554765
"341",341,"2007_C13","CA1264","CA1224",4,25,"2007-05-31",2007,2,"CA1410",26,"2007-06-01","fledged","2007-06-01",0,5.6,16.2,16.1,16.15,5.9,16.95,5.99037774882458,6.31129084251161,6.63220393619865
"342",342,"2007_C14","CA216","802109768",3.5,26,"2007-05-28",2007,2,"CA1241",26,"2007-05-28","fledged","2007-05-28",0,6.3,17.2,17.1,17.15,6.075,17.275,6.47567716640117,6.24440298188685,6.47567716640117
"343",343,"2007_C15","CA132","CA057",1,9,"2007-05-29",2007,2,"CA1290",3.5,"2007-05-30","died","2007-05-30",0,6,16.5,16.5,16.5,6,17.075,6.31998885333828,6.31998885333828,6.31998885333828
"344",344,"2007_C303","CA1382","CA1383",11,11,"2007-06-30",2007,2,"CA1381",8.5,"2007-06-30","unknown","2007-06-30",0,6.4,16.9,16.8,16.85,6.3,16.8,6.97514178836995,6.86615519792667,6.97514178836995
"345",345,"2007_C4","802109760","RX.YX|RX.GX",1,26,"2007-05-07",2007,2,"CA1203",26,"2007-05-07","fledged","2007-05-08",-1,5.9,17.9,17.9,17.9,5.9,18.45,5.2818029094984,5.2818029094984,5.37132499271024
"346",346,"2007_C6","802109785","CA156",1,23,"2007-05-11",2007,2,"CA1261",26,"2007-05-13","fledged","2007-05-13",0,5.6,16.2,16.7,16.45,6.05,17.325,5.72132704728872,6.18107654216013,6.64082603703155
