"","X","Nest_ID","Female_ID","Male_ID","Female_dur_care","Male_dur_care","Hatching_date","Year","Chick","Chick_ID","Chick_surv_age","Hatching_date_ch","Fate","Cap_date","Cap_age","Chick_weight","Left_tarsus_ch","Right_tarsus_ch","Mean_tarsus_ch","Mean_brood_weight","Mean_brood_tarsus","Chick_CI","Mean_brood_CI","Max_chick_CI"
"464",464,"2011_A106","CA2550","CA2284",2.5,26,"2011-06-06",2011,2,"CA2558",26,"2011-06-06","fledged","2011-06-06",0,6.55,16.7,16.8,16.75,6.35,16.95,7.00660254550018,6.79266048304216,7.00660254550018
"465",465,"2011_A108","CA081","CA2240",7.5,26,"2011-06-15",2011,2,"CA2578",26,"2011-06-15","fledged","2011-06-15",0,6.9,17,17,17,6.75,17.05,7.29038466282022,7.13189803971544,7.29038466282022
"466",466,"2011_A12","CA034","CA048",1.5,26,"2011-05-22",2011,2,"CA2392",26,"2011-05-22","fledged","2011-05-22",0,6.5,17.1,17.1,17.1,6.05,17.175,6.76320806660727,6.29498596968831,6.76320806660727
"467",467,"2011_A13","CA2373","CA2372",2,26,"2011-05-26",2011,2,"CA2548",26,"2011-05-27","fledged","2011-05-27",0,5.6,16.5,16.6,16.55,5.56666666666667,16.4666666666667,6.36558947596627,6.32769906241886,6.36558947596627
"468",468,"2011_A14","CA2393","CA2245",5,26,"2011-05-24",2011,2,"CA2396",26,"2011-05-24","fledged","2011-05-24",0,6.3,17.1,17.2,17.15,6.25,17.225,6.51521456859223,6.46350651646054,6.51521456859223
"469",469,"2011_A16","CA1429","CA2002",3,26,"2011-06-18",2011,2,"CA2586",26,"2011-06-18","fledged","2011-06-18",0,6.6,17.8,17.9,17.85,6.7,17.525,6.58240556936282,6.68213898708043,6.78187240479805
"470",470,"2011_A2","CA2367","CA110",2,26,"2011-05-21",2011,2,"CA2540",26,"2011-05-21","fledged","2011-05-21",0,6.8,17.7,17.8,17.75,6.66666666666667,17.25,7.01090951192764,6.87344069796828,7.01090951192764
"471",471,"2011_A201","CA2400","CA2552",1,26,"2011-06-06",2011,2,"CA2561",26,"2011-06-06","fledged","2011-06-06",0,6.5,16.8,16.7,16.75,6.75,16.95,6.95311702988568,7.2205446079582,7.48797218603073
"472",472,"2011_A3","CA2371","CA2368",2.5,26,"2011-05-21",2011,2,"CA2537",26,"2011-05-21","fledged","2011-05-21",0,5.9,17.7,17.6,17.65,6,17.7,5.76276235039747,5.8604362885398,5.95811022668213
"473",473,"2011_A301","CA2581","CA2273",15,15,"2011-06-29",2011,2,"CA2597",14,"2011-06-30","unknown","2011-06-30",0,6.7,18.5,18.5,18.5,6.56666666666667,17.9,6.39154712770177,6.26435215998631,6.39154712770177
"474",474,"2011_A6","CA2041","CA1234",3,26,"2011-05-23",2011,2,"CA2542",26,"2011-05-25","fledged","2011-05-25",0,5.9,17.4,17.5,17.45,5.63333333333333,17.1,6.19559096389975,5.91556425366699,6.19559096389975
"475",475,"2011_A7","CA1276","CA178",1.5,22,"2011-05-20",2011,2,"CA2384",1.5,"2011-05-20","died","2011-05-20",0,6.2,17.8,17.8,17.8,6.23333333333333,17.7,6.05578416482446,6.08834214420524,6.25113204110913
"476",476,"2011_A8","CA2050","CA1213",2.5,26,"2011-05-19",2011,2,"CA2381",2.5,"2011-05-19","died","2011-05-19",0,6.6,17.2,17.3,17.25,6.46666666666667,17.1,6.93066107826073,6.79064772314435,6.93066107826073
"477",477,"2011_B2","CA1429","CA168",1,26,"2011-05-15",2011,2,"CA2375",26,"2011-05-15","fledged","2011-05-15",0,5.9,17,16.9,16.95,6.23333333333333,16.9166666666667,6.33743483332878,6.69548199905357,7.19674803106828
"478",478,"2011_B201","CA2320","CA2291",3.5,26,"2011-06-06",2011,2,"CA2556",3.5,"2011-06-06","died","2011-06-06",0,5.9,16.7,16.7,16.7,6,17,6.27237239237524,6.37868378885618,6.48499518533711
"479",479,"2011_B3","CA2583","CA2571",12,12,"2011-07-02",2011,2,"CA3301",12,"2011-07-02","unknown","2011-07-02",0,6.8,17.4,17.5,17.45,6.86666666666667,17.45,6.84322886608879,6.91031934516809,6.94386458470774
"480",480,"2011_B4","CA171","CA3212",2,10,"2011-06-26",2011,2,"CA2589",4,"2011-06-26","died","2011-06-26",0,6.2,17.1,17,17.05,6.53333333333333,17.05,6.55078042166455,6.90297291745297,7.1847269140837
"481",481,"2011_C3","CA2541","CA2221",1,26,"2011-05-30",2011,2,"CA3205",26,"2011-05-31","fledged","2011-05-31",0,5.4,16.3,16.4,16.35,5.5,15.9833333333333,6.53453770811226,6.65554766566989,6.89756758078516
"482",482,"2011_D2","CA1579","CA1464",1,26,"2011-06-16",2011,2,"CA2580",26,"2011-06-16","fledged","2011-06-16",0,6.4,17.3,17.4,17.35,6.35,17.5,6.40210259634403,6.35208616981009,6.40210259634403
"483",483,"2011_D4","CA3216","CA2531",24,24,"2011-06-20",2011,2,"CA3223",24,"2011-06-20","unknown","2011-06-22",-2,NA,17.4,17.5,NA,NA,NA,NA,NA,NA
"484",484,"2011_E1","CA2039","CA2576",2,22,"2011-06-22",2011,2,"CA3220",22,"2011-06-22","unknown","2011-06-22",0,6.4,17.3,17.3,17.3,6.4,17.3666666666667,6.50575865008815,6.50575865008815,6.60741112899578
"485",485,"2011_E2","CA242","CA2575",16,16,"2011-06-28",2011,2,"CA3229",16,"2011-06-28","unknown","2011-06-28",0,6.4,16.9,17,16.95,6.5,16.8833333333333,6.90303892657348,7.01089890980119,7.1187588930289
"486",486,"2011_E3","CA3211","CA1224",3,21,"2011-06-11",2011,2,"CA3215",20,"2011-06-12","unknown","2011-06-15",-3,NA,17.6,17.6,NA,6.1,16.5,NA,6.90456162299635,6.90456162299635
"487",487,"2011_E5","CA3210","CA2574",5,9,"2011-06-26",2011,2,"CA3225",7.5,"2011-06-26","unknown","2011-06-26",0,6.8,17.7,17.7,17.7,6.76666666666667,17.6166666666667,6.70797789876125,6.67509565415948,6.80662463256657
"488",488,"2011_E8","CA1278","CA2573",7,7,"2011-06-30",2011,2,"CA3232",7,"2011-06-30","unknown","2011-07-01",-1,5.4,16.9,16.9,16.9,5.7,16.925,5.79436828658805,6.11627763584294,6.43818698509783
"489",489,"2012_D1","CA2039","CA2043",5,11,"2012-05-29",2012,2,"CA3247",7.5,"2012-05-29","died","2012-05-29",0,6.3,16.4,16.3,16.35,6.25,16.95,6.73917496742765,6.68568945181315,6.73917496742765
"490",490,"2012_D101","24","CA1464",6,6,"2012-05-29",2012,2,"CA3244",6,"2012-05-29","died","2012-05-29",0,6.1,17.5,17.5,17.5,6.16666666666667,17.0166666666667,6.47166398649513,6.54239255465355,6.78994254320801
"491",491,"2012_D4","CA2584","CA048",11,11,"2012-06-02",2012,2,"CA3255",11,"2012-06-02","died","2012-06-02",0,6.6,17.7,17.7,17.7,6.53333333333333,17.75,6.40840488629931,6.34367352381144,6.50550193003112
"492",492,"2012_G12","CA1268","CA1272",4,6,"2012-05-30",2012,2,"CA3249",6,"2012-05-30","died","2012-05-30",0,5.6,17,17,17,5.43333333333333,16.9333333333333,6.00276613802081,5.82411238391305,6.00276613802081
"493",493,"2012_G9","21","CA168",1,7,"2012-05-28",2012,2,"CA3241",2.5,"2012-05-28","died","2012-05-29",-1,5.6,17.6,17.5,17.55,5.75,18.05,5.24938531232297,5.38999384747447,5.53060238262598
"494",494,"2006_A7","802122913","CA1545",26,26,"2006-05-31",2006,3,"CA037",26,"2006-05-31","fledged","2006-05-31",0,6,16.9,16.9,16.9,6.03333333333333,17.7833333333333,5.80291425335007,5.83515266586868,5.89962949090591
"495",495,"2006_B-1","802109777","11",2,14,"2006-06-06",2006,3,"CA085",1,"2006-06-06","unknown","2006-06-06",0,5.5,17.5,17.7,17.6,5.46666666666667,17.1333333333333,5.75197953747247,5.71711905542718,5.75197953747247
"496",496,"2006_B208","CA126","CA091",1,26,"2006-06-07",2006,3,"XX.XX|SX.XX",2.5,"2006-06-08","died","2006-06-08",0,NA,NA,NA,NA,6.55,17.325,NA,6.69190931423948,6.94732570027916
"497",497,"2006_B4","802122928","802122925",5.5,26,"2006-06-02",2006,3,"CA055",26,"2006-06-02","fledged","2006-06-02",0,5.6,16.6,16.6,16.6,5.23333333333333,16.7166666666667,6.16731671043541,5.76350430677595,6.16731671043541
"498",498,"2006_B5","802109721","CA057",26,26,"2006-06-05",2006,3,"CA077",13.5,"2006-06-05","died","2006-06-05",0,6.3,18.2,18.3,18.25,6.5,17.9833333333333,5.95162691752087,6.14056745458502,6.42397826018125
"499",499,"2006_C105","CA219","802122906",1,26,"2006-05-27",2006,3,"CA111",3.5,"2006-05-28","died","2006-05-28",0,5,16.9,16.9,16.9,5.9,17.6,4.9421504231852,5.83173749935854,6.32595254167706
"500",500,"2006_C13","CA036","CA008",1,5,"2006-06-16",2006,3,"CA175",4,"2006-06-17","unknown","2006-06-17",0,6.1,17.5,17.5,17.5,5.93333333333333,17.5333333333333,6.07766789561897,5.91161139573867,6.07766789561897
"501",501,"2006_C16","CA047","CA114",5,5,"2006-06-15",2006,3,"CA164",4,"2006-06-15","unknown","2006-06-15",0,6.1,17,17,17,5.93333333333333,16.9166666666667,6.55226313276366,6.37323954990126,6.55226313276366
"502",502,"2006_C206","CA136","9",24,24,"2006-06-14",2006,3,"CA149",19,"2006-06-14","unknown","2006-06-14",0,6.1,18.3,18.5,18.4,6.2,18.6666666666667,5.32858835171635,5.41594225912153,5.67800398133709
"503",503,"2006_C210","CA151","CA201",14,14,"2006-06-26",2006,3,"CA251",2,"2006-06-26","died","2006-06-26",0,5.9,17.6,17.7,17.65,6.06666666666667,18.0833333333333,5.50921530263257,5.66484285355439,5.78934489429185
"504",504,"2006_D1","BX.WX|GX.BX","802122919",4,26,"2006-05-19",2006,3,"802122936",1,"2006-05-20","died","2006-05-20",0,6.2,16.5,16.5,16.5,6.03333333333333,16.3833333333333,7.12310728806396,6.93162590935256,7.12310728806396
"505",505,"2006_D113","CA063","CA078",3.5,26,"2006-06-06",2006,3,"CA121",26,"2006-06-06","fledged","2006-06-06",0,6.25,16.3,16.3,16.3,6.5,16.6,6.98514764667935,7.26455355254653,7.5439594584137
"506",506,"2006_D116","BX.WX|BX.SX","802109713",8.5,15,"2006-06-20",2006,3,"CA196",1,"2006-06-20","died","2006-06-20",0,5.9,17.9,17.9,17.9,6.46666666666667,18.05,5.53060238262598,6.06179018208723,6.37425359353503
"507",507,"2006_D118","CA122","CA109",2,13,"2006-06-12",2006,3,"CA162",4,"2006-06-12","died","2006-06-15",-3,NA,18.6,18.6,NA,NA,NA,NA,NA,NA
"508",508,"2006_D119","CA061","CA048",7,9,"2006-06-20",2006,3,"CA225",3.5,"2006-06-21","unknown","2006-06-21",0,6.2,16.9,17.1,17,6.26666666666667,17.5666666666667,6.15271204955363,6.21887024363485,6.45042392291913
"509",509,"2006_D17","CA173","CA2073",5,5,"2006-06-24",2006,3,"CA239",2.5,"2006-06-25","unknown","2006-06-25",0,6.7,17.5,17.6,17.55,6.33333333333333,17.5333333333333,6.67547129518805,6.31014699545139,6.67547129518805
"510",510,"2006_D2","802109785","BX.WX|LX.XX",3.5,16,"2006-05-26",2006,3,"CA017",4.5,"2006-05-28","died","2006-05-28",0,6.4,17.9,17.8,17.85,6.1,17.6,6.32595254167705,6.02942351628594,6.32595254167705
"511",511,"2006_D25","CA197","CA229",3,3,"2006-07-07",2006,3,"CA318",3,"2006-07-07","unknown","2006-07-07",0,6.1,17.8,17.9,17.85,5.83333333333333,17.05,6.44512267292802,6.16336867629729,6.44512267292802
"512",512,"2006_D28","CA242","CA104",3,3,"2006-06-30",2006,3,"CA273",3,"2006-06-30","unknown","2006-06-30",0,6.3,17.2,17.1,17.15,6.26666666666667,17.3,6.45604116325313,6.42188221529941,6.45604116325313
"513",513,"2006_D4","CA020","CA068",5.5,26,"2006-06-09",2006,3,"CA206",26,"2006-06-10","fledged","2006-06-10",0,6.4,17.6,17.6,17.6,6.56666666666667,17.6,6.32595254167705,6.49069088911656,6.72132457553187
"514",514,"2006_D6","CA014","7",5.5,26,"2006-05-25",2006,3,"CA009",26,"2006-05-27","fledged","2006-05-27",0,6.1,18,18.1,18.05,5.9,17.4666666666667,6.12648430309691,5.92561596529045,6.42778680980659
"515",515,"2006_D8","CA081","CA065",26,26,"2006-06-08",2006,3,"CA129",26,"2006-06-08","fledged","2006-06-08",0,7,17.2,17.2,17.2,6.41666666666667,17.8,6.75676155532373,6.19369809238008,6.75676155532373
"516",516,"2007_A-1","CA2036","CA139",3,26,"2007-05-16",2007,3,"CA1222",26,"2007-05-16","fledged","2007-05-18",-2,NA,18.7,18.5,NA,NA,NA,NA,NA,NA
"517",517,"2007_A110","CA015","CA2073",1.5,10,"2007-06-09",2007,3,"CA1437",2.5,"2007-06-11","died","2007-06-11",0,5.7,18.2,18.2,18.2,6.03333333333333,17.4333333333333,5.74775836062021,6.08388458053952,6.45362342245076
"518",518,"2007_A112","CA1302","CA1300",1,10,"2007-06-09",2007,3,"CA1303",3.5,"2007-06-10","unknown","2007-06-10",0,5.7,17,16.4,16.7,6.1,17.5333333333333,5.67913229590625,6.07766789561897,6.57583739525987
"519",519,"2007_A113","CA1297","CA1310",6,6,"2007-06-19",2007,3,"CA1325",1,"2007-06-19","unknown","2007-06-19",0,5.8,16.6,16.5,16.55,5.86666666666667,17.3166666666667,5.93165013687038,5.99983002350107,6.64753894649266
"520",520,"2007_A115","CA1280","CA1425",5,5,"2007-06-15",2007,3,"CA1449",3,"2007-06-16","unknown","2007-06-16",0,6.5,18.5,18.6,18.55,5.525,18.275,5.93656742488728,5.04608231115419,5.93656742488728
"521",521,"2007_A118","CA1298","CA1320",18,18,"2007-06-17",2007,3,"CA1451",10,"2007-06-17","unknown","2007-06-17",0,7,15.9,15.9,15.9,6.8,16.75,7.67696382234976,7.45762199885405,7.67696382234976
"522",522,"2007_A119","CA1299","CA1309",1.5,26,"2007-06-17",2007,3,"CA1456",26,"2007-06-17","fledged","2007-06-17",0,5.8,17.3,17.3,17.3,6.46666666666667,17.5333333333333,5.77876619583443,6.44299219535563,6.97437299497259
"523",523,"2007_A124","CA1210","CA1313",13,13,"2007-06-27",2007,3,"CA1374",12,"2007-06-28","unknown","2007-06-28",0,6.6,17.7,17.9,17.8,6.03333333333333,17.7333333333333,6.42105959209937,5.86975649580801,6.42105959209937
"524",524,"2007_A132","CA1333","CA1319",15,15,"2007-06-27",2007,3,"CA1494",15,"2007-06-27","unknown","2007-06-27",0,6.3,17.2,17,17.1,5.86666666666667,17.5,6.30206974327615,5.86859404664869,6.30206974327615
"525",525,"2007_A2","CA1254","CA008",4,18,"2007-05-31",2007,3,"CA1413",3,"2007-06-01","unknown","2007-06-01",0,5.7,17.5,17.3,17.4,5.675,16.9125,6.12577460877457,6.09890717627995,6.77059298864558
"526",526,"2007_A202","CA1268","802109716",1,26,"2007-06-01",2007,3,"CA1418",26,"2007-06-02","fledged","2007-06-02",0,5.7,18,18,18,5.7,17.9166666666667,5.42696804549584,5.42696804549584,5.61738797691674
"527",527,"2007_A206","CA2037","CA1229",8.5,21,"2007-05-30",2007,3,"CA1428",14,"2007-05-31","unknown","2007-06-06",-6,NA,20.4,20.4,NA,5.4,16.425,NA,6.17099256844896,6.74238076923128
"528",528,"2007_B6","CA132","CA279",6,6,"2007-07-05",2007,3,"CA1367",2.5,"2007-07-06","died","2007-07-06",0,NA,17,17,17,5.85,17.1666666666667,NA,6.09309399591484,6.24932717529727
"529",529,"2007_C12","CA081","CA1225",1,22,"2007-05-25",2007,3,"DEAD.CHICK.C12.2007",1,"2007-05-25","died","2007-05-25",0,6.3,17.3,17.2,17.25,6.5,17.5,6.30206974327615,6.5021354494119,6.70220115554765
"530",530,"2007_C14","CA216","802109768",3.5,26,"2007-05-28",2007,3,"CA1245",26,"2007-05-29","fledged","2007-05-29",0,6.2,17.8,17.9,17.85,6.075,17.275,6.37288863995036,6.24440298188685,6.47567716640117
"531",531,"2007_C4","802109760","RX.YX|RX.GX",1,26,"2007-05-07",2007,3,"CA1204",26,"2007-05-07","fledged","2007-05-08",-1,5.8,18.8,18.9,18.85,5.9,18.45,5.19228082628656,5.2818029094984,5.37132499271024
"532",532,"2007_D102","CA014","CA165",14,14,"2007-06-29",2007,3,"CA1354",13,"2007-06-30","unknown","2007-06-30",0,6.2,17.9,17.9,17.9,5.93333333333333,17.8666666666667,5.93776251816552,5.6823748829756,5.93776251816552
"533",533,"2007_D104","CA1255","CA1329",6,6,"2007-07-06",2007,3,"CA1508",6,"2007-07-06","unknown","2007-07-06",0,6.3,17.1,17.1,17.1,6.06666666666667,17.3333333333333,6.42999626421123,6.19184825442562,6.42999626421123
"534",534,"2007_D105","CA020","CA068",4,4,"2007-07-04",2007,3,"CA1364",4,"2007-07-04","unknown","2007-07-04",0,6.5,17.6,17.6,17.6,6.375,17.5375,6.47297273975875,6.34849249476339,6.87130952374391
"535",535,"2007_D3","802122910","CA027",1,26,"2007-05-30",2007,3,"CA1404",22,"2007-05-30","unknown","2007-05-30",0,6.3,17.4,17.4,17.4,5.94,16.75,6.90926744011478,6.51445215782251,6.90926744011478
"536",536,"2007_D4","CA1217","CA180",3.5,26,"2007-05-30",2007,3,"CA1407",26,"2007-05-31","fledged","2007-05-31",0,4.8,16.8,16.9,16.85,5.6,17.35,4.88916719477152,5.70402839390011,6.21331664335548
"537",537,"2007_E-301","18","8",1,26,"2007-05-26",2007,3,"CA1278",26,"2007-05-26","fledged","2007-05-27",-1,5.9,17.9,17.8,17.85,5.6,17.5666666666667,5.85500017618813,5.55728830282264,5.85500017618813
"538",538,"2007_E2","CA262","2",1.5,6,"2007-07-02",2007,3,"CA1386",6,"2007-07-02","unknown","2007-07-02",0,6,16.7,16.6,16.65,5.83333333333333,16.5333333333333,6.76265017718046,6.5747987833699,6.87536101346681
"539",539,"2007_E303","CA1465","CA1464",4,6,"2007-06-19",2007,3,"CA1466",1.5,"2007-06-20","died","2007-06-20",0,6.5,17.7,17.8,17.75,6.4,17.8666666666667,6.22507360775417,6.12930324455795,6.32084397095039
"540",540,"2008_A1","CA1268","802109716",6,26,"2008-05-15",2008,3,"CA1562",26,"2008-05-15","fledged","2008-05-15",0,5.4,17.4,17.4,17.4,5.5,17.35,5.50031309411796,5.60217074400904,5.70402839390011
"541",541,"2008_A10","CA1519","CA1545",26,26,"2008-06-05",2008,3,"CA2004",3,"2008-06-05","died","2008-06-05",0,6.3,17.4,17.5,17.45,6.53333333333333,17.5166666666667,6.28948418571216,6.52242804444225,6.78864959727662
"542",542,"2008_A2","CA1504","CA1321",2.5,26,"2008-05-22",2008,3,"Unringed_A2",5,"2008-05-23","unknown",NA,NA,NA,NA,NA,NA,5.95,16.725,NA,6.54591946849262,6.60092719511861
"543",543,"2008_A5","CA1254","CA093",1,26,"2008-05-19",2008,3,"CA1532",20,"2008-05-18","died","2008-05-18",0,6,17.6,17.7,17.65,6.06666666666667,17.9833333333333,5.66821611192464,5.73119629094602,5.85715664898879
"544",544,"2008_B103","CA1429","CA230",3.5,26,"2008-05-29",2008,3,"CA1569",26,"2008-05-30","fledged","2008-05-30",0,6.5,17.1,17.1,17.1,6.46666666666667,17.0333333333333,6.88187308515207,6.84658142830513,6.88187308515207
"545",545,"2008_C1","CA014","CA231",17,17,"2008-06-24",2008,3,"CA2063",6.5,"2008-06-24","died","2008-06-24",0,6,17.2,17.2,17.2,5.93333333333333,17.0166666666667,6.36557113425751,6.29484256609909,6.36557113425751
"546",546,"2008_C110","CA1550","CA1418",5,5,"2008-06-19",2008,3,"CA2056",5,"2008-06-19","unknown","2008-06-19",0,6.75,16.8,16.8,16.8,6.58333333333333,16.8333333333333,7.32603638991727,7.1451466025119,7.32603638991727
"547",547,"2008_C114","CA2051","CA1213",4.5,7,"2008-07-04",2008,3,"CA2025",7,"2008-07-04","unknown","2008-07-05",-1,6.2,18.3,18.4,18.35,6.5,18.2833333333333,5.65715339986409,5.93088662888977,6.20461985791546
"548",548,"2008_E101","CA1265","CA1444",2.5,22,"2008-05-31",2008,3,"CA1572",1,"2008-05-31","unknown","2008-06-01",-1,6.1,16.6,16.7,16.65,6.1,16.7666666666667,6.67596819786157,6.67596819786157,6.78541029946586
"549",549,"2009_A201","CA081","CA1230",4.5,26,"2009-05-17",2009,3,"CA2203",5,"2009-05-18","died","2009-05-18",0,6.2,17.5,17.4,17.45,6.1,17.3333333333333,6.32793283144597,6.22586939868071,6.32793283144597
"550",550,"2009_A206","CA2041","CA1452",4,21,"2009-07-06",2009,3,"CA2286",26,"2009-07-06","fledged","2009-07-06",0,6,17.6,17.5,17.55,5.93333333333333,17.7,5.8604362885398,5.79532032977825,5.8604362885398
"551",551,"2009_A3","CA1526","CA048",8,26,"2009-05-17",2009,3,"CA2202",3.5,"2009-05-18","died","2009-05-18",0,5.9,17.4,17.3,17.35,6.26666666666667,17.3833333333333,5.98542712724104,6.35740282441422,6.6955625491171
"552",552,"2009_A6","CA136","CA2040",5,26,"2009-05-26",2009,3,"CA2303",7,"2009-05-26","died","2009-05-26",0,6.6,17.8,17.8,17.8,6.63333333333333,17.95,6.25937746916481,6.29099048668585,6.35421652172792
"553",553,"2009_B102","CA1526","CA168",12,12,"2009-06-29",2009,3,"CA2282",26,"2009-06-30","fledged","2009-06-30",0,6.6,17.8,18,17.9,6.5,17.9166666666667,6.28385773688991,6.18864777117946,6.28385773688991
"554",554,"2009_C-101","CA044","CA052",2.5,26,"2009-05-19",2009,3,"CA2206",26,"2009-05-19","fledged","2009-05-19",0,5.6,18.7,18.7,18.7,5.8,18.7833333333333,4.82823040907577,5.00066720939991,5.08688560956198
"555",555,"2009_C102","CA1382","CA1350",17.5,26,"2009-06-21",2009,3,"CA2249",26,"2009-06-22","fledged","2009-06-22",0,6.9,17.8,17.8,17.8,6.5,17.8875,6.59200290983402,6.20985781361176,6.59200290983402
"556",556,"2009_C104","17","CA1213",1,22,"2009-06-19",2009,3,"CA2094",22,"2009-06-19","unknown","2009-06-19",0,6.7,17.5,17.5,17.5,6.83333333333333,17.9,6.39154712770177,6.51874209541723,6.67773580506155
"557",557,"2009_C3","CA1579","CA1464",2,26,"2009-05-13",2009,3,"CA2035",26,"2009-05-13","fledged","2009-05-13",0,6.4,17.9,18.1,18,6.4,17.8166666666667,6.16548118432379,6.16548118432379,6.16548118432379
"558",558,"2009_C4","CA2207","CA1484",2,4,"2009-06-04",2009,3,"CA2072",4,"2009-06-04","died","2009-06-04",0,6,17.5,17.4,17.45,6.13333333333333,17.2166666666667,6.2112750157671,6.34930334945081,6.52183876655546
"559",559,"2009_D-1","CA1258","802109746",1,25,"2009-05-16",2009,3,"CA2044",26,"2009-05-16","fledged","2009-05-16",0,5.8,17.2,17.3,17.25,5.9,17.1,6.09058094756246,6.19559096389975,6.40561099657431
"560",560,"2009_D1","CA2208","CA1409",14,26,"2009-06-06",2009,3,"CA2079",2.5,"2009-06-06","died","2009-06-06",0,6.3,17.2,17.1,17.15,6.06666666666667,17.2666666666667,6.48224209490503,6.24215905435299,6.48224209490503
"561",561,"2009_D101","19","CA2211",1,6,"2009-06-10",2009,3,"CA2084",5,"2009-06-11","died","2009-06-11",0,6.3,17.7,17.7,17.7,6.3,17.7,6.15345810296679,6.15345810296679,6.15345810296679
"562",562,"2009_D102","CA2212","CA108",1.5,6,"2009-06-09",2009,3,"CA2227",4,"2009-06-09","died","2009-06-09",0,5.6,17.7,17.5,17.6,5.9,17.3833333333333,5.68108337500845,5.98542712724104,6.28977087947364
"563",563,"2009_D104","CA072","CA2224",9.5,25,"2009-06-16",2009,3,"CA2235",26,"2009-06-16","fledged","2009-06-16",0,6.6,18.2,18.2,18.2,6.4,17.5,6.60216830247978,6.40210259634403,6.60216830247978
"564",564,"2009_D106","CA1355","CA2074",9,16,"2009-06-21",2009,3,"CA2243",16,"2009-06-21","unknown","2009-06-21",0,6.9,17.7,17.5,17.6,6.36666666666667,17.85,6.62111888153869,6.10934157668545,6.62111888153869
"565",565,"2009_D107","CA125","CA229",5.5,26,"2009-06-26",2009,3,"CA2276",26,"2009-06-26","fledged","2009-06-26",0,6,17.4,17.5,17.45,6.3,17.4666666666667,6.02605013419368,6.32735264090336,6.52822097870982
"566",566,"2009_D113","CA2087","CA324",4,4,"2009-07-06",2009,3,"CA2256",3,"2009-07-07","unknown","2009-07-07",0,5.8,17.2,17.3,17.25,5.93333333333333,17.6333333333333,5.71015996874043,5.84142801399883,6.20241513845943
"567",567,"2009_D3","CA2213","CA2210",12,26,"2009-06-20",2009,3,"CA2240",26,"2009-06-21","fledged","2009-06-21",0,6.4,17.7,17.7,17.7,6.25,17.725,6.23263106180405,6.08655377129301,6.23263106180405
"568",568,"2009_E5","CA034","CA008",2,18,"2009-06-03",2009,3,"CA2069",2,"2009-06-03","died","2009-06-03",0,6.1,17.4,17.4,17.4,6.16666666666667,17.25,6.28919823864097,6.35793264562066,6.59850307004955
"569",569,"2009_E6","CA044","CA1545",7,17,"2009-06-24",2009,3,"CA2271",17,"2009-06-24","unknown","2009-06-24",0,6.2,17.5,17.5,17.5,6.16666666666667,17.35,6.31517429324655,6.28122174328286,6.41703194313762
"570",570,"2010_A102","CA2321","CA1309",1,7,"2010-05-21",2010,3,"CA2339",3,"2010-05-22","died","2010-05-22",0,5.4,16.2,16.1,16.15,6.03333333333333,17.6666666666667,5.29531288516368,5.91636810009028,6.27592638241621
"571",571,"2010_A103","CA125","CA110",1,26,"2010-05-20",2010,3,"CA2471",2.5,"2010-05-20","died","2010-05-20",0,6.7,18.2,18.3,18.25,6.63333333333333,18.2833333333333,6.11337544824023,6.05254584179008,6.11337544824023
"572",572,"2010_A106","CA1429","CA1230",6,26,"2010-05-06",2010,3,"CA2412",26,"2010-05-07","fledged","2010-05-07",0,6,17.2,17.2,17.2,6.15,17.6625,5.88659613642959,6.03376103984032,6.37714581446538
"573",573,"2010_A109","CA1356","CA2245",2.5,26,"2010-06-10",2010,3,"CA2506",26,"2010-06-10","fledged","2010-06-10",0,6.4,18,18,18,5.96666666666667,18.2333333333333,5.87332159611284,5.47564877970937,5.87332159611284
"574",574,"2010_A11","CA1519","CA1321",20,26,"2010-05-15",2010,3,"CA2337",26,"2010-05-15","fledged","2010-05-15",0,6.3,17.3,17.6,17.45,5.93333333333333,17.5166666666667,6.28948418571216,5.9234295505649,6.28948418571216
"575",575,"2010_A113","CA103","CA2248",5,5,"2010-06-25",2010,3,"CA2350",1.5,"2010-06-26","died","2010-06-26",0,7,17.2,17.2,17.2,6.6,17.2833333333333,7.18791338652103,6.77717547871983,7.18791338652103
"576",576,"2010_A13","CA2312","CA1234",13,26,"2010-05-22",2010,3,"CA2482",26,"2010-05-22","fledged","2010-05-23",-1,5.9,18.3,18.3,18.3,6.1,18.0833333333333,5.50921530263257,5.69596836373876,5.97609795539804
"577",577,"2010_A14","CA2313","CA2424",10,12,"2010-05-23",2010,3,"CA2488",8,"2010-05-25","died","2010-05-25",0,6.4,17.8,17.8,17.8,6.43333333333333,17.75,6.21421079883569,6.24657648007963,6.50550193003112
"578",578,"2010_A16","CA171","CA1270",2,4,"2010-05-12",2010,3,"CA2439",1,"2010-05-15","unknown","2010-05-15",0,5.2,17.9,17.9,17.9,5.93333333333333,17.7833333333333,5.0291923529034,5.73843742831285,6.18977520357341
"579",579,"2010_A17","CA2039","CA2268",5.5,18,"2010-05-15",2010,3,"CA2433",17.5,"2010-05-15","died","2010-05-15",0,6.2,18.1,18.2,18.15,6.16666666666667,17.8666666666667,5.93776251816552,5.90583906376678,6.12930324455795
"580",580,"2010_A18","CA2310","CA231",2,26,"2010-05-09",2010,3,"CA2421",26,"2010-05-09","fledged","2010-05-09",0,6,18.7,18.6,18.65,6.03333333333333,18.4833333333333,5.35100290990552,5.38073070384944,5.44018629173728
