"","X","dayID","Nest_ID","Brood_age","Date2","Year","Male_ID","Female_ID","Chick1_ID","Chick1_HD","Chick1_Fate","Chick2_ID","Chick2_HD","Chick2_Fate","Chick3_ID","Chick3_HD","Chick3_Fate","Chick4_ID","Chick4_HD","Chick4_Fate","Chick5_ID","Chick5_HD","Chick5_Fate","Date","Hatching_date","Parents","male_care","female_care","Chicks_nr","Chick1_pres","Chick2_pres","Chick3_pres","Chick4_pres","Chick5_pres","Chick1_surv_age","Chick2_surv_age","Chick3_surv_age","Chick4_surv_age","Chick5_surv_age","Female_dur_care","Male_dur_care","Manipulation","M_tarsus_mean","Male_CI","F_tarsus_mean","Female_CI","Chick1_pres_full","Chick2_pres_full","Chick3_pres_full","Chick4_pres_full","Chick5_pres_full","Chick_nr2","julian_hatching_date","Mean_hatching_date","Sd","Relative_hatching_date","Chick_presence_max_age","Chick_presence_max_day","Male_care_full","Female_care_full","Brood_fate","Chick1_pres_lead","Chick2_pres_lead","Chick3_pres_lead","Chick4_pres_lead","Chick5_pres_lead","Female_care_lead","Chick1_change_lead","Chick2_change_lead","Chick3_change_lead","Chick4_change_lead","Chick5_change_lead","Chick_change_nr","Chick_change","Female_change","End_of_care","Mean_brood_CI","Max_chick_CI"
"160",160,"2006_B5_9","2006_B5",9,"2006-06-14",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,1,NA,NA,3,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"161",161,"2006_B5_10","2006_B5",10,"2006-06-15",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,1,NA,NA,3,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"162",162,"2006_B5_11","2006_B5",11,"2006-06-16",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,616,"2006-06-05",4,1,1,3,2,2,2,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,1,NA,NA,3,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"163",163,"2006_B5_12","2006_B5",12,"2006-06-17",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,1,NA,NA,3,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,1,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"164",164,"2006_B5_13","2006_B5",13,"2006-06-18",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,1,NA,NA,3,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,1,NA,NA,1,1,0,"Full term care",6.14056745458502,6.42397826018125
"165",165,"2006_B5_14","2006_B5",14,"2006-06-19",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"166",166,"2006_B5_15","2006_B5",15,"2006-06-20",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,620,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"167",167,"2006_B5_16","2006_B5",16,"2006-06-21",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,621,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"168",168,"2006_B5_17","2006_B5",17,"2006-06-22",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"169",169,"2006_B5_18","2006_B5",18,"2006-06-23",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"170",170,"2006_B5_19","2006_B5",19,"2006-06-24",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,624,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"171",171,"2006_B5_20","2006_B5",20,"2006-06-25",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"172",172,"2006_B5_21","2006_B5",21,"2006-06-26",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,626,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"173",173,"2006_B5_22","2006_B5",22,"2006-06-27",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"174",174,"2006_B5_23","2006_B5",23,"2006-06-28",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,628,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"175",175,"2006_B5_24","2006_B5",24,"2006-06-29",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,629,"2006-06-05",4,1,1,2,2,2,0,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"176",176,"2006_B5_25","2006_B5",25,"2006-06-30",2006,"CA057","802109721","CA072","2006-06-05","fledged","CA073","2006-06-05","fledged","CA077","2006-06-05","died",NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,26,26,13.5,NA,NA,26,26,"U",25,36.8316256780343,23.4,45.8753338932209,1,1,0,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,26,26,1,1,"fledged",1,1,0,NA,NA,1,0,0,0,NA,NA,0,0,0,"Full term care",6.14056745458502,6.42397826018125
"177",177,"2006_B6_0","2006_B6",0,"2006-06-05",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,605,"2006-06-05",4,1,1,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,1,"died",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"178",178,"2006_B6_1","2006_B6",1,"2006-06-06",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,1,"died",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"179",179,"2006_B6_2","2006_B6",2,"2006-06-07",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,607,"2006-06-05",4,1,1,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,1,"died",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"180",180,"2006_B6_3","2006_B6",3,"2006-06-08",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,608,"2006-06-05",4,1,1,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,1,"died",1,1,NA,NA,NA,1,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"181",181,"2006_B6_4","2006_B6",4,"2006-06-09",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,1,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,1,"Desertion",5.68774160889642,5.92277225389214
"182",182,"2006_B6_5","2006_B6",5,"2006-06-10",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,610,"2006-06-05",3,1,0,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"183",183,"2006_B6_6","2006_B6",6,"2006-06-11",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,611,"2006-06-05",3,1,0,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"184",184,"2006_B6_7","2006_B6",7,"2006-06-12",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"185",185,"2006_B6_8","2006_B6",8,"2006-06-13",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,613,"2006-06-05",3,1,0,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"186",186,"2006_B6_9","2006_B6",9,"2006-06-14",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"187",187,"2006_B6_10","2006_B6",10,"2006-06-15",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,615,"2006-06-05",3,1,0,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"188",188,"2006_B6_11","2006_B6",11,"2006-06-16",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"2006-06-05",3,1,0,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"189",189,"2006_B6_12","2006_B6",12,"2006-06-17",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"190",190,"2006_B6_13","2006_B6",13,"2006-06-18",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,618,"2006-06-05",3,1,0,2,2,2,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,1,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"191",191,"2006_B6_14","2006_B6",14,"2006-06-19",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,1,NA,NA,NA,2,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,0,NA,NA,NA,0,0,1,NA,NA,NA,1,1,0,"Desertion",5.68774160889642,5.92277225389214
"192",192,"2006_B6_15","2006_B6",15,"2006-06-20",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",NA,NA,NA,NA,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,0,NA,NA,NA,1,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",1,0,NA,NA,NA,0,0,0,NA,NA,NA,0,0,0,"Desertion",5.68774160889642,5.92277225389214
"193",193,"2006_B6_16","2006_B6",16,"2006-06-21",2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,621,"2006-06-05",3,1,0,1,2,0,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,1,0,NA,NA,NA,1,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,1,0,"died",0,0,0,0,0,0,1,0,NA,NA,NA,1,1,0,"Desertion",5.68774160889642,5.92277225389214
"194",194,NA,"2006_B6",17,NA,2006,"RX.WX|YX.BX","RX.WX|YX.WX","CA070","2006-06-05","died","CA071","2006-06-05","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-05",0,NA,NA,1,NA,NA,NA,NA,NA,17,15,NA,NA,NA,4.5,17,"U",26,34.6312122424571,25.2,38.3174441735855,0,0,0,0,0,0,156,157.931684334511,10.4953964353044,-0.184050630809276,17,16,0,0,"died",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,"Desertion",5.68774160889642,5.92277225389214
"195",195,"2006_C10_0","2006_C10",0,"2006-06-12",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,612,"2006-06-12",0,1,1,1,2,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,1,"unknown",1,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"196",196,"2006_C10_1","2006_C10",1,"2006-06-13",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,1,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,1,"Desertion",5.28076237444278,5.28076237444278
"197",197,"2006_C10_2","2006_C10",2,"2006-06-14",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614,"2006-06-12",3,1,0,1,2,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"198",198,"2006_C10_3","2006_C10",3,"2006-06-15",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"199",199,"2006_C10_4","2006_C10",4,"2006-06-16",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,616,"2006-06-12",3,1,0,1,2,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"200",200,"2006_C10_5","2006_C10",5,"2006-06-17",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"201",201,"2006_C10_6","2006_C10",6,"2006-06-18",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,618,"2006-06-12",3,1,0,1,2,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"202",202,"2006_C10_7","2006_C10",7,"2006-06-19",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"203",203,"2006_C10_8","2006_C10",8,"2006-06-20",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,620,"2006-06-12",3,1,0,1,2,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
"204",204,"2006_C10_9","2006_C10",9,"2006-06-21",2006,"CA013","CA034","CA218","2006-06-12","unknown",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2006-06-12",NA,NA,NA,NA,NA,NA,NA,NA,NA,18,NA,NA,NA,NA,1.5,18,"U",25.2,41.0329506467431,25.7,37.0962243080211,1,NA,NA,NA,NA,1,163,157.931684334511,10.4953964353044,0.482908453885554,18,17,1,0,"unknown",1,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,0,0,"Desertion",5.28076237444278,5.28076237444278
